,Disease,Symptom_1,Symptom_2,Symptom_3
3576,Bronchial Asthma, fatigue, cough, high_fever
3577,Hypertension , headache, chest_pain, dizziness
3578,Migraine, acidity, indigestion, headache
3579,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain
3580,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side
3581,Jaundice,itching, vomiting, fatigue
3582,Malaria, chills, vomiting, high_fever
3583,Chicken pox,itching, skin_rash, fatigue
3584,Dengue, skin_rash, chills, joint_pain
3585,Typhoid, chills, vomiting, fatigue
3586,hepatitis A, joint_pain, vomiting, yellowish_skin
3587,Hepatitis B,itching, fatigue, lethargy
3588,Hepatitis C, fatigue, yellowish_skin, nausea
3589,Hepatitis D, joint_pain, vomiting, fatigue
3590,Hepatitis E, joint_pain, vomiting, fatigue
3591,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain
3592,Tuberculosis, chills, vomiting, fatigue
3593,Common Cold, continuous_sneezing, chills, fatigue
3594,Pneumonia, chills, fatigue, cough
3595,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region
3596,Heart attack, vomiting, breathlessness, sweating
3597,Varicose veins, fatigue, cramps, bruising
3598,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets
3599,Hyperthyroidism, fatigue, mood_swings, weight_loss
3600,Hypoglycemia, vomiting, fatigue, anxiety
3601,Osteoarthristis, joint_pain, neck_pain, knee_pain
3602,Arthritis, muscle_weakness, stiff_neck, swelling_joints
3603,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea
3604,Acne, skin_rash, pus_filled_pimples, blackheads
3605,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine
3606,Psoriasis, skin_rash, joint_pain, skin_peeling
3607,Impetigo, skin_rash, high_fever, blister
3608,Fungal infection,itching, skin_rash, nodal_skin_eruptions
3609,Allergy, continuous_sneezing, shivering, chills
3610,GERD, stomach_pain, acidity, ulcers_on_tongue
3611,Chronic cholestasis,itching, vomiting, yellowish_skin
3612,Drug Reaction,itching, skin_rash, stomach_pain
3613,Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite
3614,AIDS, muscle_wasting, patches_in_throat, high_fever
3615,Diabetes , fatigue, weight_loss, restlessness
3616,Gastroenteritis, vomiting, sunken_eyes, dehydration
3617,Bronchial Asthma, fatigue, cough, high_fever
3618,Hypertension , headache, chest_pain, dizziness
3619,Migraine, acidity, indigestion, headache
3620,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain
3621,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side
3622,Jaundice,itching, vomiting, fatigue
3623,Malaria, chills, vomiting, high_fever
3624,Chicken pox,itching, skin_rash, fatigue
3625,Dengue, skin_rash, chills, joint_pain
3626,Typhoid, chills, vomiting, fatigue
3627,hepatitis A, joint_pain, vomiting, yellowish_skin
3628,Hepatitis B,itching, fatigue, lethargy
3629,Hepatitis C, fatigue, yellowish_skin, nausea
3630,Hepatitis D, joint_pain, vomiting, fatigue
3631,Hepatitis E, joint_pain, vomiting, fatigue
3632,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain
3633,Tuberculosis, chills, vomiting, fatigue
3634,Common Cold, continuous_sneezing, chills, fatigue
3635,Pneumonia, chills, fatigue, cough
3636,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region
3637,Heart attack, vomiting, breathlessness, sweating
3638,Varicose veins, fatigue, cramps, bruising
3639,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets
3640,Hyperthyroidism, fatigue, mood_swings, weight_loss
3641,Hypoglycemia, vomiting, fatigue, anxiety
3642,Osteoarthristis, joint_pain, neck_pain, knee_pain
3643,Arthritis, muscle_weakness, stiff_neck, swelling_joints
3644,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea
3645,Acne, skin_rash, pus_filled_pimples, blackheads
3646,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine
3647,Psoriasis, skin_rash, joint_pain, skin_peeling
3648,Impetigo, skin_rash, high_fever, blister
3649,Fungal infection,itching, skin_rash, nodal_skin_eruptions
3650,Allergy, continuous_sneezing, shivering, chills
3651,GERD, stomach_pain, acidity, ulcers_on_tongue
3652,Chronic cholestasis,itching, vomiting, yellowish_skin
3653,Drug Reaction,itching, skin_rash, stomach_pain
3654,Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite
3655,AIDS, muscle_wasting, patches_in_throat, high_fever
3656,Diabetes , fatigue, weight_loss, restlessness
3657,Gastroenteritis, vomiting, sunken_eyes, dehydration
3658,Bronchial Asthma, fatigue, cough, high_fever
3659,Hypertension , headache, chest_pain, dizziness
3660,Migraine, acidity, indigestion, headache
3661,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain
3662,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side
3663,Jaundice,itching, vomiting, fatigue
3664,Malaria, chills, vomiting, high_fever
3665,Chicken pox,itching, skin_rash, fatigue
3666,Dengue, skin_rash, chills, joint_pain
3667,Typhoid, chills, vomiting, fatigue
3668,hepatitis A, joint_pain, vomiting, yellowish_skin
3669,Hepatitis B,itching, fatigue, lethargy
3670,Hepatitis C, fatigue, yellowish_skin, nausea
3671,Hepatitis D, joint_pain, vomiting, fatigue
3672,Hepatitis E, joint_pain, vomiting, fatigue
3673,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain
3674,Tuberculosis, chills, vomiting, fatigue
3675,Common Cold, continuous_sneezing, chills, fatigue
3676,Pneumonia, chills, fatigue, cough
3677,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region
3678,Heart attack, vomiting, breathlessness, sweating
3679,Varicose veins, fatigue, cramps, bruising
3680,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets
3681,Hyperthyroidism, fatigue, mood_swings, weight_loss
3682,Hypoglycemia, vomiting, fatigue, anxiety
3683,Osteoarthristis, joint_pain, neck_pain, knee_pain
3684,Arthritis, muscle_weakness, stiff_neck, swelling_joints
3685,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea
3686,Acne, skin_rash, pus_filled_pimples, blackheads
3687,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine
3688,Psoriasis, skin_rash, joint_pain, skin_peeling
3689,Impetigo, skin_rash, high_fever, blister
3690,Fungal infection,itching, skin_rash, nodal_skin_eruptions
3691,Allergy, continuous_sneezing, shivering, chills
3692,GERD, stomach_pain, acidity, ulcers_on_tongue
3693,Chronic cholestasis,itching, vomiting, yellowish_skin
3694,Drug Reaction,itching, skin_rash, stomach_pain
3695,Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite
3696,AIDS, muscle_wasting, patches_in_throat, high_fever
3697,Diabetes , fatigue, weight_loss, restlessness
3698,Gastroenteritis, vomiting, sunken_eyes, dehydration
3699,Bronchial Asthma, fatigue, cough, high_fever
3700,Hypertension , headache, chest_pain, dizziness
3701,Migraine, acidity, indigestion, headache
3702,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain
3703,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side
3704,Jaundice,itching, vomiting, fatigue
3705,Malaria, chills, vomiting, high_fever
3706,Chicken pox,itching, skin_rash, fatigue
3707,Dengue, skin_rash, chills, joint_pain
3708,Typhoid, chills, vomiting, fatigue
3709,hepatitis A, joint_pain, vomiting, yellowish_skin
3710,Hepatitis B,itching, fatigue, lethargy
3711,Hepatitis C, fatigue, yellowish_skin, nausea
3712,Hepatitis D, joint_pain, vomiting, fatigue
3713,Hepatitis E, joint_pain, vomiting, fatigue
3714,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain
3715,Tuberculosis, chills, vomiting, fatigue
3716,Common Cold, continuous_sneezing, chills, fatigue
3717,Pneumonia, chills, fatigue, cough
3718,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region
3719,Heart attack, vomiting, breathlessness, sweating
3720,Varicose veins, fatigue, cramps, bruising
3721,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets
3722,Hyperthyroidism, fatigue, mood_swings, weight_loss
3723,Hypoglycemia, vomiting, fatigue, anxiety
3724,Osteoarthristis, joint_pain, neck_pain, knee_pain
3725,Arthritis, muscle_weakness, stiff_neck, swelling_joints
3726,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea
3727,Acne, skin_rash, pus_filled_pimples, blackheads
3728,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine
3729,Psoriasis, skin_rash, joint_pain, skin_peeling
3730,Impetigo, skin_rash, high_fever, blister
3731,Fungal infection,itching, skin_rash, nodal_skin_eruptions
3732,Allergy, continuous_sneezing, shivering, chills
3733,GERD, stomach_pain, acidity, ulcers_on_tongue
3734,Chronic cholestasis,itching, vomiting, yellowish_skin
3735,Drug Reaction,itching, skin_rash, stomach_pain
3736,Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite
3737,AIDS, muscle_wasting, patches_in_throat, high_fever
3738,Diabetes , fatigue, weight_loss, restlessness
3739,Gastroenteritis, vomiting, sunken_eyes, dehydration
3740,Bronchial Asthma, fatigue, cough, high_fever
3741,Hypertension , headache, chest_pain, dizziness
3742,Migraine, acidity, indigestion, headache
3743,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain
3744,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side
3745,Jaundice,itching, vomiting, fatigue
3746,Malaria, chills, vomiting, high_fever
3747,Chicken pox,itching, skin_rash, fatigue
3748,Dengue, skin_rash, chills, joint_pain
3749,Typhoid, chills, vomiting, fatigue
3750,hepatitis A, joint_pain, vomiting, yellowish_skin
3751,Hepatitis B,itching, fatigue, lethargy
3752,Hepatitis C, fatigue, yellowish_skin, nausea
3753,Hepatitis D, joint_pain, vomiting, fatigue
3754,Hepatitis E, joint_pain, vomiting, fatigue
3755,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain
3756,Tuberculosis, chills, vomiting, fatigue
3757,Common Cold, continuous_sneezing, chills, fatigue
3758,Pneumonia, chills, fatigue, cough
3759,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region
3760,Heart attack, vomiting, breathlessness, sweating
3761,Varicose veins, fatigue, cramps, bruising
3762,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets
3763,Hyperthyroidism, fatigue, mood_swings, weight_loss
3764,Hypoglycemia, vomiting, fatigue, anxiety
3765,Osteoarthristis, joint_pain, neck_pain, knee_pain
3766,Arthritis, muscle_weakness, stiff_neck, swelling_joints
3767,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea
3768,Acne, skin_rash, pus_filled_pimples, blackheads
3769,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine
3770,Psoriasis, skin_rash, joint_pain, skin_peeling
3771,Impetigo, skin_rash, high_fever, blister
3772,Fungal infection,itching, skin_rash, nodal_skin_eruptions
3773,Allergy, continuous_sneezing, shivering, chills
3774,GERD, stomach_pain, acidity, ulcers_on_tongue
3775,Chronic cholestasis,itching, vomiting, yellowish_skin
3776,Drug Reaction,itching, skin_rash, stomach_pain
3777,Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite
3778,AIDS, muscle_wasting, patches_in_throat, high_fever
3779,Diabetes , fatigue, weight_loss, restlessness
3780,Gastroenteritis, vomiting, sunken_eyes, dehydration
3781,Bronchial Asthma, fatigue, cough, high_fever
3782,Hypertension , headache, chest_pain, dizziness
3783,Migraine, acidity, indigestion, headache
3784,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain
3785,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side
3786,Jaundice,itching, vomiting, fatigue
3787,Malaria, chills, vomiting, high_fever
3788,Chicken pox,itching, skin_rash, fatigue
3789,Dengue, skin_rash, chills, joint_pain
3790,Typhoid, chills, vomiting, fatigue
3791,hepatitis A, joint_pain, vomiting, yellowish_skin
3792,Hepatitis B,itching, fatigue, lethargy
3793,Hepatitis C, fatigue, yellowish_skin, nausea
3794,Hepatitis D, joint_pain, vomiting, fatigue
3795,Hepatitis E, joint_pain, vomiting, fatigue
3796,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain
3797,Tuberculosis, chills, vomiting, fatigue
3798,Common Cold, continuous_sneezing, chills, fatigue
3799,Pneumonia, chills, fatigue, cough
3800,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region
3801,Heart attack, vomiting, breathlessness, sweating
3802,Varicose veins, fatigue, cramps, bruising
3803,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets
3804,Hyperthyroidism, fatigue, mood_swings, weight_loss
3805,Hypoglycemia, vomiting, fatigue, anxiety
3806,Osteoarthristis, joint_pain, neck_pain, knee_pain
3807,Arthritis, muscle_weakness, stiff_neck, swelling_joints
3808,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea
3809,Acne, skin_rash, pus_filled_pimples, blackheads
3810,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine
3811,Psoriasis, skin_rash, joint_pain, skin_peeling
3812,Impetigo, skin_rash, high_fever, blister
3813,Fungal infection,itching, skin_rash, nodal_skin_eruptions
3814,Allergy, continuous_sneezing, shivering, chills
3815,GERD, stomach_pain, acidity, ulcers_on_tongue
3816,Chronic cholestasis,itching, vomiting, yellowish_skin
3817,Drug Reaction,itching, skin_rash, stomach_pain
3818,Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite
3819,AIDS, muscle_wasting, patches_in_throat, high_fever
3820,Diabetes , fatigue, weight_loss, restlessness
3821,Gastroenteritis, vomiting, sunken_eyes, dehydration
3822,Bronchial Asthma, fatigue, cough, high_fever
3823,Hypertension , headache, chest_pain, dizziness
3824,Migraine, acidity, indigestion, headache
3825,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain
3826,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side
3827,Jaundice,itching, vomiting, fatigue
3828,Malaria, chills, vomiting, high_fever
3829,Chicken pox,itching, skin_rash, fatigue
3830,Dengue, skin_rash, chills, joint_pain
3831,Typhoid, chills, vomiting, fatigue
3832,hepatitis A, joint_pain, vomiting, yellowish_skin
3833,Hepatitis B,itching, fatigue, lethargy
3834,Hepatitis C, fatigue, yellowish_skin, nausea
3835,Hepatitis D, joint_pain, vomiting, fatigue
3836,Hepatitis E, joint_pain, vomiting, fatigue
3837,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain
3838,Tuberculosis, chills, vomiting, fatigue
3839,Common Cold, continuous_sneezing, chills, fatigue
3840,Pneumonia, chills, fatigue, cough
3841,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region
3842,Heart attack, vomiting, breathlessness, sweating
3843,Varicose veins, fatigue, cramps, bruising
3844,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets
3845,Hyperthyroidism, fatigue, mood_swings, weight_loss
3846,Hypoglycemia, vomiting, fatigue, anxiety
3847,Osteoarthristis, joint_pain, neck_pain, knee_pain
3848,Arthritis, muscle_weakness, stiff_neck, swelling_joints
3849,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea
3850,Acne, skin_rash, pus_filled_pimples, blackheads
3851,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine
3852,Psoriasis, skin_rash, joint_pain, skin_peeling
3853,Impetigo, skin_rash, high_fever, blister
3854,Fungal infection,itching, skin_rash, nodal_skin_eruptions
3855,Allergy, continuous_sneezing, shivering, chills
3856,GERD, stomach_pain, acidity, ulcers_on_tongue
3857,Chronic cholestasis,itching, vomiting, yellowish_skin
3858,Drug Reaction,itching, skin_rash, stomach_pain
3859,Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite
3860,AIDS, muscle_wasting, patches_in_throat, high_fever
3861,Diabetes , fatigue, weight_loss, restlessness
3862,Gastroenteritis, vomiting, sunken_eyes, dehydration
3863,Bronchial Asthma, fatigue, cough, high_fever
3864,Hypertension , headache, chest_pain, dizziness
3865,Migraine, acidity, indigestion, headache
3866,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain
3867,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side
3868,Jaundice,itching, vomiting, fatigue
3869,Malaria, chills, vomiting, high_fever
3870,Chicken pox,itching, skin_rash, fatigue
3871,Dengue, skin_rash, chills, joint_pain
3872,Typhoid, chills, vomiting, fatigue
3873,hepatitis A, joint_pain, vomiting, yellowish_skin
3874,Hepatitis B,itching, fatigue, lethargy
3875,Hepatitis C, fatigue, yellowish_skin, nausea
3876,Hepatitis D, joint_pain, vomiting, fatigue
3877,Hepatitis E, joint_pain, vomiting, fatigue
3878,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain
3879,Tuberculosis, chills, vomiting, fatigue
3880,Common Cold, continuous_sneezing, chills, fatigue
3881,Pneumonia, chills, fatigue, cough
3882,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region
3883,Heart attack, vomiting, breathlessness, sweating
3884,Varicose veins, fatigue, cramps, bruising
3885,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets
3886,Hyperthyroidism, fatigue, mood_swings, weight_loss
3887,Hypoglycemia, vomiting, fatigue, anxiety
3888,Osteoarthristis, joint_pain, neck_pain, knee_pain
3889,Arthritis, muscle_weakness, stiff_neck, swelling_joints
3890,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea
3891,Acne, skin_rash, pus_filled_pimples, blackheads
3892,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine
3893,Psoriasis, skin_rash, joint_pain, skin_peeling
3894,Impetigo, skin_rash, high_fever, blister
3895,Fungal infection,itching, skin_rash, nodal_skin_eruptions
3896,Allergy, continuous_sneezing, shivering, chills
3897,GERD, stomach_pain, acidity, ulcers_on_tongue
3898,Chronic cholestasis,itching, vomiting, yellowish_skin
3899,Drug Reaction,itching, skin_rash, stomach_pain
3900,Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite
3901,AIDS, muscle_wasting, patches_in_throat, high_fever
3902,Diabetes , fatigue, weight_loss, restlessness
3903,Gastroenteritis, vomiting, sunken_eyes, dehydration
3904,Bronchial Asthma, fatigue, cough, high_fever
3905,Hypertension , headache, chest_pain, dizziness
3906,Migraine, acidity, indigestion, headache
3907,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain
3908,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side
3909,Jaundice,itching, vomiting, fatigue
3910,Malaria, chills, vomiting, high_fever
3911,Chicken pox,itching, skin_rash, fatigue
3912,Dengue, skin_rash, chills, joint_pain
3913,Typhoid, chills, vomiting, fatigue
3914,hepatitis A, joint_pain, vomiting, yellowish_skin
3915,Hepatitis B,itching, fatigue, lethargy
3916,Hepatitis C, fatigue, yellowish_skin, nausea
3917,Hepatitis D, joint_pain, vomiting, fatigue
3918,Hepatitis E, joint_pain, vomiting, fatigue
3919,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain
3920,Tuberculosis, chills, vomiting, fatigue
3921,Common Cold, continuous_sneezing, chills, fatigue
3922,Pneumonia, chills, fatigue, cough
3923,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region
3924,Heart attack, vomiting, breathlessness, sweating
3925,Varicose veins, fatigue, cramps, bruising
3926,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets
3927,Hyperthyroidism, fatigue, mood_swings, weight_loss
3928,Hypoglycemia, vomiting, fatigue, anxiety
3929,Osteoarthristis, joint_pain, neck_pain, knee_pain
3930,Arthritis, muscle_weakness, stiff_neck, swelling_joints
3931,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea
3932,Acne, skin_rash, pus_filled_pimples, blackheads
3933,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine
3934,Psoriasis, skin_rash, joint_pain, skin_peeling
3935,Impetigo, skin_rash, high_fever, blister
3936,Fungal infection,itching, skin_rash, nodal_skin_eruptions
3937,Allergy, continuous_sneezing, shivering, chills
3938,GERD, stomach_pain, acidity, ulcers_on_tongue
3939,Chronic cholestasis,itching, vomiting, yellowish_skin
3940,Drug Reaction,itching, skin_rash, stomach_pain
3941,Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite
3942,AIDS, muscle_wasting, patches_in_throat, high_fever
3943,Diabetes , fatigue, weight_loss, restlessness
3944,Gastroenteritis, vomiting, sunken_eyes, dehydration
3945,Bronchial Asthma, fatigue, cough, high_fever
3946,Hypertension , headache, chest_pain, dizziness
3947,Migraine, acidity, indigestion, headache
3948,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain
3949,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side
3950,Jaundice,itching, vomiting, fatigue
3951,Malaria, chills, vomiting, high_fever
3952,Chicken pox,itching, skin_rash, fatigue
3953,Dengue, skin_rash, chills, joint_pain
3954,Typhoid, chills, vomiting, fatigue
3955,hepatitis A, joint_pain, vomiting, yellowish_skin
3956,Hepatitis B,itching, fatigue, lethargy
3957,Hepatitis C, fatigue, yellowish_skin, nausea
3958,Hepatitis D, joint_pain, vomiting, fatigue
3959,Hepatitis E, joint_pain, vomiting, fatigue
3960,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain
3961,Tuberculosis, chills, vomiting, fatigue
3962,Common Cold, continuous_sneezing, chills, fatigue
3963,Pneumonia, chills, fatigue, cough
3964,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region
3965,Heart attack, vomiting, breathlessness, sweating
3966,Varicose veins, fatigue, cramps, bruising
3967,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets
3968,Hyperthyroidism, fatigue, mood_swings, weight_loss
3969,Hypoglycemia, vomiting, fatigue, anxiety
3970,Osteoarthristis, joint_pain, neck_pain, knee_pain
3971,Arthritis, muscle_weakness, stiff_neck, swelling_joints
3972,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea
3973,Acne, skin_rash, pus_filled_pimples, blackheads
3974,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine
3975,Psoriasis, skin_rash, joint_pain, skin_peeling
3976,Impetigo, skin_rash, high_fever, blister
3977,Fungal infection,itching, skin_rash, nodal_skin_eruptions
3978,Allergy, continuous_sneezing, shivering, chills
3979,GERD, stomach_pain, acidity, ulcers_on_tongue
3980,Chronic cholestasis,itching, vomiting, yellowish_skin
3981,Drug Reaction,itching, skin_rash, stomach_pain
3982,Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite
3983,AIDS, muscle_wasting, patches_in_throat, high_fever
3984,Diabetes , fatigue, weight_loss, restlessness
3985,Gastroenteritis, vomiting, sunken_eyes, dehydration
3986,Bronchial Asthma, fatigue, cough, high_fever
3987,Hypertension , headache, chest_pain, dizziness
3988,Migraine, acidity, indigestion, headache
3989,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain
3990,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side
3991,Jaundice,itching, vomiting, fatigue
3992,Malaria, chills, vomiting, high_fever
3993,Chicken pox,itching, skin_rash, fatigue
3994,Dengue, skin_rash, chills, joint_pain
3995,Typhoid, chills, vomiting, fatigue
3996,hepatitis A, joint_pain, vomiting, yellowish_skin
3997,Hepatitis B,itching, fatigue, lethargy
3998,Hepatitis C, fatigue, yellowish_skin, nausea
3999,Hepatitis D, joint_pain, vomiting, fatigue
4000,Hepatitis E, joint_pain, vomiting, fatigue
4001,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain
4002,Tuberculosis, chills, vomiting, fatigue
4003,Common Cold, continuous_sneezing, chills, fatigue
4004,Pneumonia, chills, fatigue, cough
4005,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region
4006,Heart attack, vomiting, breathlessness, sweating
4007,Varicose veins, fatigue, cramps, bruising
4008,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets
4009,Hyperthyroidism, fatigue, mood_swings, weight_loss
4010,Hypoglycemia, vomiting, fatigue, anxiety
4011,Osteoarthristis, joint_pain, neck_pain, knee_pain
4012,Arthritis, muscle_weakness, stiff_neck, swelling_joints
4013,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea
4014,Acne, skin_rash, pus_filled_pimples, blackheads
4015,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine
4016,Psoriasis, skin_rash, joint_pain, skin_peeling
4017,Impetigo, skin_rash, high_fever, blister
4018,Fungal infection,itching, skin_rash, nodal_skin_eruptions
4019,Allergy, continuous_sneezing, shivering, chills
4020,GERD, stomach_pain, acidity, ulcers_on_tongue
4021,Chronic cholestasis,itching, vomiting, yellowish_skin
4022,Drug Reaction,itching, skin_rash, stomach_pain
4023,Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite
4024,AIDS, muscle_wasting, patches_in_throat, high_fever
4025,Diabetes , fatigue, weight_loss, restlessness
4026,Gastroenteritis, vomiting, sunken_eyes, dehydration
4027,Bronchial Asthma, fatigue, cough, high_fever
4028,Hypertension , headache, chest_pain, dizziness
4029,Migraine, acidity, indigestion, headache
4030,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain
4031,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side
4032,Jaundice,itching, vomiting, fatigue
4033,Malaria, chills, vomiting, high_fever
4034,Chicken pox,itching, skin_rash, fatigue
4035,Dengue, skin_rash, chills, joint_pain
4036,Typhoid, chills, vomiting, fatigue
4037,hepatitis A, joint_pain, vomiting, yellowish_skin
4038,Hepatitis B,itching, fatigue, lethargy
4039,Hepatitis C, fatigue, yellowish_skin, nausea
4040,Hepatitis D, joint_pain, vomiting, fatigue
4041,Hepatitis E, joint_pain, vomiting, fatigue
4042,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain
4043,Tuberculosis, chills, vomiting, fatigue
4044,Common Cold, continuous_sneezing, chills, fatigue
4045,Pneumonia, chills, fatigue, cough
4046,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region
4047,Heart attack, vomiting, breathlessness, sweating
4048,Varicose veins, fatigue, cramps, bruising
4049,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets
4050,Hyperthyroidism, fatigue, mood_swings, weight_loss
4051,Hypoglycemia, vomiting, fatigue, anxiety
4052,Osteoarthristis, joint_pain, neck_pain, knee_pain
4053,Arthritis, muscle_weakness, stiff_neck, swelling_joints
4054,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea
4055,Acne, skin_rash, pus_filled_pimples, blackheads
4056,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine
4057,Psoriasis, skin_rash, joint_pain, skin_peeling
4058,Impetigo, skin_rash, high_fever, blister
4059,Fungal infection,itching, skin_rash, nodal_skin_eruptions
4060,Allergy, continuous_sneezing, shivering, chills
4061,GERD, stomach_pain, acidity, ulcers_on_tongue
4062,Chronic cholestasis,itching, vomiting, yellowish_skin
4063,Drug Reaction,itching, skin_rash, stomach_pain
4064,Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite
4065,AIDS, muscle_wasting, patches_in_throat, high_fever
4066,Diabetes , fatigue, weight_loss, restlessness
4067,Gastroenteritis, vomiting, sunken_eyes, dehydration
4068,Bronchial Asthma, fatigue, cough, high_fever
4069,Hypertension , headache, chest_pain, dizziness
4070,Migraine, acidity, indigestion, headache
4071,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain
